Time Serie Results File    
NAME   : TAVIRA 381A-02 
LOCALIZATION_I : -999999  
LOCALIZATION_J : -999999  
LOCALIZATION_K : 1  
SERIE_INITIAL_DATA   : 1999 6 22 17 40 0   
TIME_UNITS :  SECONDS  
MODEL_DOMAIN   :   
COORD_X : -7.6300  
COORD_Y : 37.1150  
Seconds YY MM DD hh mm ss Temp(oC) Sal Pressao(Kpa) DirN(o) VelC(cm/s) Comp-u(cm/s) Comp-v(cm/s) Turb(ftu)
<BeginTimeSerie>    
225000 1999 6 25 8 10 0 2.11E+01 3.61E+01 1.30E+01 2.09E+02 2.79E+01 -1.34E+01 -2.44E+01 1.80E+00
225600 1999 6 25 8 20 0 2.08E+01 3.61E+01 1.30E+01 2.10E+02 2.89E+01 -1.45E+01 -2.49E+01 1.70E+00
226200 1999 6 25 8 30 0 2.04E+01 3.60E+01 1.30E+01 2.08E+02 2.74E+01 -1.29E+01 -2.42E+01 1.51E+00
226800 1999 6 25 8 40 0 2.00E+01 3.61E+01 1.30E+01 2.15E+02 2.98E+01 -1.71E+01 -2.44E+01 1.27E+00
227400 1999 6 25 8 50 0 1.97E+01 3.61E+01 1.30E+01 2.23E+02 3.96E+01 -2.71E+01 -2.89E+01 1.18E+00
228000 1999 6 25 9 0 0 1.95E+01 3.61E+01 1.30E+01 2.22E+02 4.16E+01 -2.78E+01 -3.08E+01 1.09E+00
228600 1999 6 25 9 10 0 1.94E+01 3.61E+01 1.30E+01 2.21E+02 4.06E+01 -2.66E+01 -3.06E+01 9.90E-01
229200 1999 6 25 9 20 0 1.92E+01 3.61E+01 1.30E+01 2.16E+02 3.72E+01 -2.21E+01 -2.99E+01 9.70E-01
229800 1999 6 25 9 30 0 1.90E+01 3.61E+01 1.30E+01 2.18E+02 3.77E+01 -2.31E+01 -2.97E+01 9.90E-01
230400 1999 6 25 9 40 0 1.89E+01 3.61E+01 1.30E+01 2.10E+02 3.96E+01 -1.99E+01 -3.43E+01 9.70E-01
231000 1999 6 25 9 50 0 1.88E+01 3.61E+01 1.30E+01 2.09E+02 3.86E+01 -1.86E+01 -3.39E+01 9.00E-01
231600 1999 6 25 10 0 0 1.88E+01 3.61E+01 1.30E+01 2.12E+02 4.06E+01 -2.14E+01 -3.45E+01 8.10E-01
232200 1999 6 25 10 10 0 1.87E+01 3.62E+01 1.30E+01 2.14E+02 4.11E+01 -2.28E+01 -3.42E+01 9.00E-01
232800 1999 6 25 10 20 0 1.87E+01 3.62E+01 1.30E+01 2.12E+02 4.11E+01 -2.15E+01 -3.50E+01 8.10E-01
233400 1999 6 25 10 30 0 1.87E+01 3.61E+01 1.30E+01 2.13E+02 4.35E+01 -2.37E+01 -3.65E+01 8.70E-01
234000 1999 6 25 10 40 0 1.87E+01 3.61E+01 1.30E+01 2.12E+02 3.86E+01 -2.06E+01 -3.27E+01 8.50E-01
234600 1999 6 25 10 50 0 1.87E+01 3.61E+01 1.30E+01 2.13E+02 3.86E+01 -2.12E+01 -3.23E+01 8.50E-01
235200 1999 6 25 11 0 0 1.87E+01 3.61E+01 1.30E+01 2.13E+02 3.77E+01 -2.07E+01 -3.15E+01 8.10E-01
235800 1999 6 25 11 10 0 1.86E+01 3.62E+01 1.30E+01 2.14E+02 3.67E+01 -2.03E+01 -3.05E+01 8.70E-01
236400 1999 6 25 11 20 0 1.86E+01 3.61E+01 1.30E+01 2.18E+02 3.42E+01 -2.10E+01 -2.70E+01 8.10E-01
237000 1999 6 25 11 30 0 1.87E+01 3.61E+01 1.30E+01 2.14E+02 3.08E+01 -1.71E+01 -2.56E+01 8.10E-01
237600 1999 6 25 11 40 0 1.87E+01 3.61E+01 1.30E+01 2.12E+02 2.54E+01 -1.36E+01 -2.15E+01 8.10E-01
238200 1999 6 25 11 50 0 1.87E+01 3.61E+01 1.30E+01 2.13E+02 2.30E+01 -1.26E+01 -1.92E+01 8.10E-01
238800 1999 6 25 12 0 0 1.87E+01 3.61E+01 1.30E+01 2.13E+02 1.56E+01 -8.51E+00 -1.31E+01 7.80E-01
239400 1999 6 25 12 10 0 1.87E+01 3.62E+01 1.30E+01 2.15E+02 1.22E+01 -6.96E+00 -1.00E+01 7.80E-01
240000 1999 6 25 12 20 0 1.88E+01 3.61E+01 1.30E+01 2.06E+02 9.29E+00 -4.06E+00 -8.36E+00 8.10E-01
240600 1999 6 25 12 30 0 1.88E+01 3.61E+01 1.30E+01 1.94E+02 4.89E+00 -1.18E+00 -4.75E+00 7.60E-01
241200 1999 6 25 12 40 0 1.88E+01 3.61E+01 1.30E+01 2.50E+02 4.90E-01 -4.60E-01 -1.66E-01 8.10E-01
241800 1999 6 25 12 50 0 1.89E+01 3.61E+01 1.30E+01 3.15E+01 6.36E+00 3.32E+00 5.42E+00 8.10E-01
242400 1999 6 25 13 0 0 1.89E+01 3.61E+01 1.30E+01 4.45E+01 1.37E+01 9.60E+00 9.76E+00 8.10E-01
243000 1999 6 25 13 10 0 1.90E+01 3.62E+01 1.30E+01 3.05E+01 1.66E+01 8.43E+00 1.43E+01 8.10E-01
243600 1999 6 25 13 20 0 1.90E+01 3.61E+01 1.30E+01 3.64E+01 2.40E+01 1.42E+01 1.93E+01 8.70E-01
244200 1999 6 25 13 30 0 1.91E+01 3.61E+01 1.30E+01 3.71E+01 2.44E+01 1.48E+01 1.95E+01 9.00E-01
244800 1999 6 25 13 40 0 1.92E+01 3.62E+01 1.30E+01 3.61E+01 3.13E+01 1.84E+01 2.53E+01 8.50E-01
245400 1999 6 25 13 50 0 1.95E+01 3.62E+01 1.30E+01 3.54E+01 3.23E+01 1.87E+01 2.63E+01 9.00E-01
246000 1999 6 25 14 0 0 1.95E+01 3.61E+01 1.30E+01 3.43E+01 2.79E+01 1.57E+01 2.30E+01 9.90E-01
246600 1999 6 25 14 10 0 1.97E+01 3.61E+01 1.30E+01 3.82E+01 3.23E+01 2.00E+01 2.54E+01 9.90E-01
247200 1999 6 25 14 20 0 1.96E+01 3.61E+01 1.30E+01 3.89E+01 3.77E+01 2.36E+01 2.93E+01 9.90E-01
247800 1999 6 25 14 30 0 1.97E+01 3.61E+01 1.30E+01 3.71E+01 3.86E+01 2.33E+01 3.08E+01 1.16E+00
248400 1999 6 25 14 40 0 1.97E+01 3.61E+01 1.30E+01 3.40E+01 4.65E+01 2.60E+01 3.85E+01 1.18E+00
249000 1999 6 25 14 50 0 1.98E+01 3.61E+01 1.30E+01 3.68E+01 5.18E+01 3.10E+01 4.15E+01 1.27E+00
249600 1999 6 25 15 0 0 2.00E+01 3.61E+01 1.30E+01 3.54E+01 5.28E+01 3.06E+01 4.31E+01 1.32E+00
250200 1999 6 25 15 10 0 2.03E+01 3.61E+01 1.30E+01 3.54E+01 5.33E+01 3.09E+01 4.34E+01 1.37E+00
250800 1999 6 25 15 20 0 2.05E+01 3.61E+01 1.30E+01 3.54E+01 5.33E+01 3.09E+01 4.34E+01 1.58E+00
251400 1999 6 25 15 30 0 2.09E+01 3.62E+01 1.30E+01 3.61E+01 4.84E+01 2.85E+01 3.91E+01 1.85E+00
252000 1999 6 25 15 40 0 2.13E+01 3.61E+01 1.30E+01 3.54E+01 4.69E+01 2.72E+01 3.83E+01 1.97E+00
252600 1999 6 25 15 50 0 2.15E+01 3.62E+01 1.30E+01 3.54E+01 4.60E+01 2.66E+01 3.75E+01 2.21E+00
253200 1999 6 25 16 0 0 2.18E+01 3.62E+01 1.30E+01 3.54E+01 4.35E+01 2.52E+01 3.55E+01 2.38E+00
253800 1999 6 25 16 10 0 2.20E+01 3.62E+01 1.30E+01 3.57E+01 4.45E+01 2.60E+01 3.61E+01 2.48E+00
254400 1999 6 25 16 20 0 2.23E+01 3.62E+01 1.30E+01 3.64E+01 4.25E+01 2.53E+01 3.42E+01 2.53E+00
255000 1999 6 25 16 30 0 2.25E+01 3.62E+01 1.30E+01 3.75E+01 3.91E+01 2.38E+01 3.10E+01 2.73E+00
255600 1999 6 25 16 40 0 2.27E+01 3.63E+01 1.30E+01 3.47E+01 3.72E+01 2.11E+01 3.06E+01 2.93E+00
256200 1999 6 25 16 50 0 2.29E+01 3.63E+01 1.30E+01 3.57E+01 3.18E+01 1.86E+01 2.58E+01 3.13E+00
256800 1999 6 25 17 0 0 2.31E+01 3.64E+01 1.30E+01 3.40E+01 3.28E+01 1.83E+01 2.72E+01 3.33E+00
257400 1999 6 25 17 10 0 2.32E+01 3.64E+01 1.30E+01 3.15E+01 2.89E+01 1.51E+01 2.46E+01 3.41E+00
258000 1999 6 25 17 20 0 2.34E+01 3.64E+01 1.30E+01 3.29E+01 2.59E+01 1.41E+01 2.18E+01 3.64E+00
258600 1999 6 25 17 30 0 2.34E+01 3.65E+01 1.30E+01 3.22E+01 2.20E+01 1.17E+01 1.86E+01 3.74E+00
259200 1999 6 25 17 40 0 2.35E+01 3.65E+01 1.30E+01 3.82E+01 1.81E+01 1.12E+01 1.42E+01 3.64E+00
259800 1999 6 25 17 50 0 2.35E+01 3.65E+01 1.30E+01 3.71E+01 1.27E+01 7.67E+00 1.01E+01 3.61E+00
260400 1999 6 25 18 0 0 2.35E+01 3.65E+01 1.30E+01 3.54E+01 1.03E+01 5.94E+00 8.37E+00 3.64E+00
261000 1999 6 25 18 10 0 2.35E+01 3.65E+01 1.30E+01 2.87E+01 6.84E+00 3.29E+00 6.00E+00 3.56E+00
261600 1999 6 25 18 20 0 2.35E+01 3.65E+01 1.30E+01 2.52E+01 4.89E+00 2.08E+00 4.42E+00 3.59E+00
262200 1999 6 25 18 30 0 2.34E+01 3.65E+01 1.30E+01 2.41E+01 1.47E+00 6.00E-01 1.34E+00 3.84E+00
262800 1999 6 25 18 40 0 2.35E+01 3.65E+01 1.30E+01 1.02E+02 2.93E+00 2.87E+00 -6.19E-01 4.77E+00
263400 1999 6 25 18 50 0 2.35E+01 3.65E+01 1.30E+01 2.19E+02 1.47E+00 -9.14E-01 -1.15E+00 4.77E+00
264000 1999 6 25 19 0 0 2.35E+01 3.65E+01 1.30E+01 2.21E+02 8.80E+00 -5.78E+00 -6.64E+00 4.36E+00
264600 1999 6 25 19 10 0 2.32E+01 3.63E+01 1.30E+01 2.28E+02 1.17E+01 -8.68E+00 -7.90E+00 4.62E+00
265200 1999 6 25 19 20 0 2.32E+01 3.63E+01 1.30E+01 2.18E+02 1.47E+01 -9.00E+00 -1.16E+01 3.97E+00
265800 1999 6 25 19 30 0 2.31E+01 3.63E+01 1.30E+01 2.25E+02 6.36E+00 -4.49E+00 -4.50E+00 3.41E+00
266400 1999 6 25 19 40 0 2.30E+01 3.62E+01 1.30E+01 2.23E+02 9.29E+00 -6.31E+00 -6.82E+00 3.51E+00
267000 1999 6 25 19 50 0 2.29E+01 3.62E+01 1.30E+01 2.20E+02 3.42E+00 -2.20E+00 -2.62E+00 3.13E+00
267600 1999 6 25 20 0 0 2.28E+01 3.62E+01 1.30E+01 2.42E+02 1.03E+01 -9.05E+00 -4.86E+00 3.18E+00
268200 1999 6 25 20 10 0 2.25E+01 3.62E+01 1.30E+01 2.21E+02 2.59E+01 -1.71E+01 -1.94E+01 2.93E+00
268800 1999 6 25 20 20 0 2.23E+01 3.61E+01 1.30E+01 2.15E+02 2.69E+01 -1.56E+01 -2.19E+01 2.93E+00
269400 1999 6 25 20 30 0 2.21E+01 3.62E+01 1.30E+01 2.16E+02 2.79E+01 -1.66E+01 -2.24E+01 2.51E+00
270000 1999 6 25 20 40 0 2.18E+01 3.61E+01 1.30E+01 2.14E+02 3.18E+01 -1.78E+01 -2.63E+01 2.24E+00
270600 1999 6 25 20 50 0 2.12E+01 3.61E+01 1.30E+01 2.17E+02 3.13E+01 -1.87E+01 -2.51E+01 1.90E+00
271200 1999 6 25 21 0 0 2.09E+01 3.61E+01 1.30E+01 2.13E+02 3.57E+01 -1.94E+01 -3.00E+01 1.56E+00
271800 1999 6 25 21 10 0 2.05E+01 3.61E+01 1.30E+01 2.14E+02 3.81E+01 -2.15E+01 -3.15E+01 1.37E+00
272400 1999 6 25 21 20 0 2.03E+01 3.61E+01 1.30E+01 2.16E+02 3.86E+01 -2.26E+01 -3.13E+01 1.37E+00
273000 1999 6 25 21 30 0 2.02E+01 3.61E+01 1.30E+01 2.12E+02 3.72E+01 -1.94E+01 -3.17E+01 1.32E+00
273600 1999 6 25 21 40 0 2.01E+01 3.61E+01 1.30E+01 2.14E+02 3.77E+01 -2.12E+01 -3.11E+01 1.23E+00
274200 1999 6 25 21 50 0 2.00E+01 3.61E+01 1.30E+01 2.16E+02 3.62E+01 -2.13E+01 -2.92E+01 1.20E+00
274800 1999 6 25 22 0 0 1.98E+01 3.62E+01 1.30E+01 2.12E+02 3.77E+01 -1.99E+01 -3.20E+01 1.27E+00
275400 1999 6 25 22 10 0 1.96E+01 3.61E+01 1.30E+01 2.13E+02 3.96E+01 -2.17E+01 -3.31E+01 2.93E+00
276000 1999 6 25 22 20 0 1.93E+01 3.61E+01 1.30E+01 2.13E+02 3.81E+01 -2.09E+01 -3.19E+01 1.23E+00
276600 1999 6 25 22 30 0 1.92E+01 3.61E+01 1.30E+01 2.14E+02 3.72E+01 -2.06E+01 -3.09E+01 1.46E+00
277200 1999 6 25 22 40 0 1.91E+01 3.61E+01 1.30E+01 2.17E+02 3.62E+01 -2.19E+01 -2.88E+01 1.37E+00
277800 1999 6 25 22 50 0 1.90E+01 3.61E+01 1.30E+01 2.14E+02 3.62E+01 -2.04E+01 -2.99E+01 9.40E-01
278400 1999 6 25 23 0 0 1.88E+01 3.62E+01 1.30E+01 2.14E+02 3.67E+01 -2.07E+01 -3.03E+01 9.90E-01
279000 1999 6 25 23 10 0 1.88E+01 3.62E+01 1.30E+01 2.18E+02 3.62E+01 -2.20E+01 -2.87E+01 9.40E-01
279600 1999 6 25 23 20 0 1.87E+01 3.61E+01 1.30E+01 2.10E+02 3.62E+01 -1.83E+01 -3.12E+01 9.00E-01
280200 1999 6 25 23 30 0 1.86E+01 3.62E+01 1.30E+01 2.13E+02 3.52E+01 -1.93E+01 -2.94E+01 9.90E-01
280800 1999 6 25 23 40 0 1.85E+01 3.61E+01 1.30E+01 2.16E+02 3.28E+01 -1.93E+01 -2.65E+01 9.00E-01
281400 1999 6 25 23 50 0 1.85E+01 3.62E+01 1.30E+01 2.18E+02 2.74E+01 -1.68E+01 -2.16E+01 8.50E-01
282000 1999 6 26 0 0 0 1.85E+01 3.62E+01 1.30E+01 2.14E+02 2.49E+01 -1.38E+01 -2.08E+01 8.70E-01
282600 1999 6 26 0 10 0 1.85E+01 3.61E+01 1.30E+01 2.14E+02 2.10E+01 -1.18E+01 -1.74E+01 8.10E-01
283200 1999 6 26 0 20 0 1.84E+01 3.62E+01 1.30E+01 2.18E+02 1.81E+01 -1.10E+01 -1.44E+01 1.09E+00
283800 1999 6 26 0 30 0 1.84E+01 3.62E+01 1.30E+01 2.14E+02 1.71E+01 -9.48E+00 -1.42E+01 8.10E-01
284400 1999 6 26 0 40 0 1.84E+01 3.61E+01 1.30E+01 2.19E+02 1.08E+01 -6.81E+00 -8.33E+00 9.00E-01
285000 1999 6 26 0 50 0 1.84E+01 3.61E+01 1.30E+01 2.09E+02 5.87E+00 -2.88E+00 -5.11E+00 8.10E-01
285600 1999 6 26 1 0 0 1.84E+01 3.62E+01 1.30E+01 2.08E+02 3.42E+00 -1.59E+00 -3.03E+00 8.10E-01
286200 1999 6 26 1 10 0 1.84E+01 3.62E+01 1.30E+01 5.19E+01 9.80E-01 7.70E-01 6.03E-01 9.00E-01
286800 1999 6 26 1 20 0 1.84E+01 3.62E+01 1.30E+01 2.52E+01 5.38E+00 2.29E+00 4.87E+00 8.50E-01
287400 1999 6 26 1 30 0 1.85E+01 3.62E+01 1.30E+01 4.07E+01 1.27E+01 8.28E+00 9.64E+00 9.00E-01
288000 1999 6 26 1 40 0 1.87E+01 3.61E+01 1.30E+01 3.68E+01 2.05E+01 1.23E+01 1.64E+01 8.50E-01
288600 1999 6 26 1 50 0 1.87E+01 3.61E+01 1.30E+01 3.47E+01 2.64E+01 1.50E+01 2.17E+01 8.10E-01
289200 1999 6 26 2 0 0 1.86E+01 3.62E+01 1.30E+01 4.00E+01 3.13E+01 2.01E+01 2.40E+01 8.50E-01
289800 1999 6 26 2 10 0 1.87E+01 3.61E+01 1.30E+01 3.57E+01 3.47E+01 2.03E+01 2.82E+01 8.10E-01
290400 1999 6 26 2 20 0 1.88E+01 3.62E+01 1.30E+01 3.71E+01 3.37E+01 2.04E+01 2.69E+01 8.70E-01
291000 1999 6 26 2 30 0 1.89E+01 3.62E+01 1.30E+01 3.68E+01 3.72E+01 2.23E+01 2.98E+01 9.00E-01
291600 1999 6 26 2 40 0 1.90E+01 3.61E+01 1.30E+01 3.54E+01 4.16E+01 2.41E+01 3.39E+01 9.90E-01
292200 1999 6 26 2 50 0 1.90E+01 3.61E+01 1.30E+01 3.57E+01 4.40E+01 2.57E+01 3.57E+01 9.90E-01
292800 1999 6 26 3 0 0 1.91E+01 3.62E+01 1.30E+01 3.54E+01 4.60E+01 2.66E+01 3.75E+01 1.09E+00
293400 1999 6 26 3 10 0 1.93E+01 3.62E+01 1.30E+01 3.61E+01 4.65E+01 2.74E+01 3.75E+01 1.13E+00
294000 1999 6 26 3 20 0 1.95E+01 3.62E+01 1.30E+01 3.54E+01 5.18E+01 3.00E+01 4.23E+01 1.32E+00
294600 1999 6 26 3 30 0 1.97E+01 3.62E+01 1.30E+01 3.68E+01 4.74E+01 2.84E+01 3.80E+01 1.37E+00
295200 1999 6 26 3 40 0 1.99E+01 3.61E+01 1.30E+01 3.57E+01 4.84E+01 2.83E+01 3.93E+01 1.46E+00
295800 1999 6 26 3 50 0 2.01E+01 3.62E+01 1.30E+01 3.68E+01 4.89E+01 2.93E+01 3.92E+01 1.56E+00
296400 1999 6 26 4 0 0 2.03E+01 3.62E+01 1.30E+01 3.54E+01 5.04E+01 2.92E+01 4.11E+01 1.56E+00
297000 1999 6 26 4 10 0 2.04E+01 3.62E+01 1.30E+01 3.43E+01 5.09E+01 2.87E+01 4.20E+01 1.66E+00
297600 1999 6 26 4 20 0 2.06E+01 3.62E+01 1.30E+01 3.40E+01 4.74E+01 2.65E+01 3.93E+01 1.75E+00
298200 1999 6 26 4 30 0 2.08E+01 3.62E+01 1.30E+01 3.36E+01 4.55E+01 2.52E+01 3.79E+01 1.90E+00
298800 1999 6 26 4 40 0 2.09E+01 3.63E+01 1.30E+01 3.64E+01 4.35E+01 2.58E+01 3.50E+01 1.94E+00
299400 1999 6 26 4 50 0 2.11E+01 3.62E+01 1.30E+01 3.68E+01 3.77E+01 2.25E+01 3.01E+01 2.04E+00
300000 1999 6 26 5 0 0 2.13E+01 3.63E+01 1.30E+01 3.40E+01 3.47E+01 1.94E+01 2.88E+01 2.14E+00
300600 1999 6 26 5 10 0 2.15E+01 3.63E+01 1.30E+01 3.54E+01 3.37E+01 1.95E+01 2.75E+01 2.31E+00
301200 1999 6 26 5 20 0 2.16E+01 3.64E+01 1.30E+01 3.36E+01 3.18E+01 1.76E+01 2.65E+01 2.48E+00
301800 1999 6 26 5 30 0 2.18E+01 3.64E+01 1.30E+01 3.47E+01 3.13E+01 1.78E+01 2.57E+01 2.53E+00
302400 1999 6 26 5 40 0 2.19E+01 3.65E+01 1.30E+01 3.40E+01 2.98E+01 1.67E+01 2.47E+01 2.75E+00
303000 1999 6 26 5 50 0 2.17E+01 3.64E+01 1.30E+01 3.22E+01 1.81E+01 9.64E+00 1.53E+01 3.03E+00
303600 1999 6 26 6 0 0 2.17E+01 3.64E+01 1.30E+01 3.19E+01 1.27E+01 6.71E+00 1.08E+01 2.73E+00
304200 1999 6 26 6 10 0 2.16E+01 3.65E+01 1.30E+01 4.28E+01 9.29E+00 6.31E+00 6.82E+00 3.00E+00
304800 1999 6 26 6 20 0 2.18E+01 3.65E+01 1.30E+01 4.91E+01 8.80E+00 6.65E+00 5.76E+00 2.93E+00
305400 1999 6 26 6 30 0 2.18E+01 3.65E+01 1.30E+01 4.00E+01 7.33E+00 4.71E+00 5.62E+00 2.93E+00
306000 1999 6 26 6 40 0 2.20E+01 3.65E+01 1.30E+01 2.73E+01 2.93E+00 1.35E+00 2.61E+00 2.63E+00
306600 1999 6 26 6 50 0 2.19E+01 3.66E+01 1.30E+01 2.07E+02 2.93E+00 -1.35E+00 -2.61E+00 2.53E+00
307200 1999 6 26 7 0 0 2.18E+01 3.62E+01 1.30E+01 1.65E+02 2.93E+00 7.36E-01 -2.84E+00 2.48E+00
307800 1999 6 26 7 10 0 2.14E+01 3.55E+01 1.30E+01 8.81E+01 4.90E-01 4.89E-01 1.60E-02 2.63E+00
308400 1999 6 26 7 20 0 2.19E+01 3.66E+01 1.30E+01 1.84E+02 4.40E+00 -3.15E-01 -4.39E+00 2.48E+00
309000 1999 6 26 7 30 0 2.18E+01 3.64E+01 1.30E+01 1.95E+02 1.03E+01 -2.60E+00 -9.93E+00 2.53E+00
309600 1999 6 26 7 40 0 2.15E+01 3.63E+01 1.30E+01 2.10E+02 1.81E+01 -9.17E+00 -1.56E+01 2.61E+00
310200 1999 6 26 7 50 0 2.15E+01 3.64E+01 1.30E+01 2.13E+02 2.05E+01 -1.11E+01 -1.73E+01 2.43E+00
310800 1999 6 26 8 0 0 2.13E+01 3.63E+01 1.30E+01 2.06E+02 2.00E+01 -8.65E+00 -1.81E+01 2.48E+00
311400 1999 6 26 8 10 0 2.11E+01 3.62E+01 1.30E+01 2.08E+02 2.35E+01 -1.09E+01 -2.08E+01 2.43E+00
312000 1999 6 26 8 20 0 2.11E+01 3.62E+01 1.30E+01 2.13E+02 2.69E+01 -1.48E+01 -2.25E+01 2.33E+00
312600 1999 6 26 8 30 0 2.09E+01 3.62E+01 1.30E+01 2.12E+02 2.64E+01 -1.41E+01 -2.23E+01 2.24E+00
313200 1999 6 26 8 40 0 2.06E+01 3.62E+01 1.30E+01 2.13E+02 2.93E+01 -1.59E+01 -2.46E+01 2.21E+00
313800 1999 6 26 8 50 0 1.99E+01 3.62E+01 1.30E+01 2.11E+02 3.37E+01 -1.73E+01 -2.90E+01 1.56E+00
314400 1999 6 26 9 0 0 1.95E+01 3.61E+01 1.30E+01 2.11E+02 3.23E+01 -1.67E+01 -2.76E+01 1.32E+00
315000 1999 6 26 9 10 0 1.92E+01 3.62E+01 1.30E+01 2.12E+02 3.37E+01 -1.76E+01 -2.88E+01 1.20E+00
315600 1999 6 26 9 20 0 1.87E+01 3.61E+01 1.30E+01 2.10E+02 3.62E+01 -1.83E+01 -3.12E+01 9.90E-01
316200 1999 6 26 9 30 0 1.87E+01 3.61E+01 1.30E+01 2.12E+02 3.81E+01 -1.99E+01 -3.25E+01 9.90E-01
316800 1999 6 26 9 40 0 1.85E+01 3.62E+01 1.30E+01 2.09E+02 4.11E+01 -2.00E+01 -3.59E+01 9.40E-01
317400 1999 6 26 9 50 0 1.84E+01 3.62E+01 1.30E+01 2.09E+02 4.11E+01 -2.02E+01 -3.58E+01 9.90E-01
318000 1999 6 26 10 0 0 1.83E+01 3.62E+01 1.30E+01 2.12E+02 4.35E+01 -2.32E+01 -3.68E+01 9.90E-01
318600 1999 6 26 10 10 0 1.82E+01 3.61E+01 1.30E+01 2.09E+02 4.45E+01 -2.16E+01 -3.89E+01 9.00E-01
319200 1999 6 26 10 20 0 1.81E+01 3.62E+01 1.30E+01 2.12E+02 4.25E+01 -2.27E+01 -3.60E+01 9.40E-01
319800 1999 6 26 10 30 0 1.79E+01 3.62E+01 1.30E+01 2.11E+02 4.40E+01 -2.28E+01 -3.76E+01 9.90E-01
320400 1999 6 26 10 40 0 1.77E+01 3.61E+01 1.30E+01 2.13E+02 4.35E+01 -2.34E+01 -3.67E+01 9.90E-01
321000 1999 6 26 10 50 0 1.77E+01 3.62E+01 1.30E+01 2.14E+02 4.50E+01 -2.49E+01 -3.74E+01 9.90E-01
321600 1999 6 26 11 0 0 1.76E+01 3.62E+01 1.30E+01 2.14E+02 3.96E+01 -2.21E+01 -3.28E+01 9.40E-01
322200 1999 6 26 11 10 0 1.77E+01 3.62E+01 1.30E+01 2.15E+02 4.79E+01 -2.75E+01 -3.92E+01 9.00E-01
322800 1999 6 26 11 20 0 1.77E+01 3.62E+01 1.30E+01 2.15E+02 4.11E+01 -2.38E+01 -3.35E+01 9.00E-01
323400 1999 6 26 11 30 0 1.77E+01 3.61E+01 1.30E+01 2.15E+02 4.16E+01 -2.37E+01 -3.42E+01 9.00E-01
324000 1999 6 26 11 40 0 1.77E+01 3.62E+01 1.30E+01 2.16E+02 3.81E+01 -2.23E+01 -3.09E+01 8.50E-01
324600 1999 6 26 11 50 0 1.77E+01 3.61E+01 1.30E+01 2.15E+02 3.67E+01 -2.12E+01 -2.99E+01 8.50E-01
325200 1999 6 26 12 0 0 1.78E+01 3.62E+01 1.30E+01 2.14E+02 3.47E+01 -1.96E+01 -2.87E+01 8.10E-01
325800 1999 6 26 12 10 0 1.79E+01 3.62E+01 1.30E+01 2.12E+02 2.74E+01 -1.46E+01 -2.32E+01 8.10E-01
326400 1999 6 26 12 20 0 1.80E+01 3.61E+01 1.30E+01 2.16E+02 2.69E+01 -1.57E+01 -2.18E+01 8.10E-01
327000 1999 6 26 12 30 0 1.80E+01 3.62E+01 1.30E+01 2.16E+02 1.61E+01 -9.51E+00 -1.30E+01 7.60E-01
327600 1999 6 26 12 40 0 1.80E+01 3.62E+01 1.30E+01 2.21E+02 1.61E+01 -1.06E+01 -1.22E+01 8.10E-01
328200 1999 6 26 12 50 0 1.80E+01 3.62E+01 1.30E+01 2.17E+02 1.52E+01 -9.08E+00 -1.21E+01 8.10E-01
328800 1999 6 26 13 0 0 1.80E+01 3.62E+01 1.30E+01 2.14E+02 1.37E+01 -7.72E+00 -1.13E+01 7.80E-01
329400 1999 6 26 13 10 0 1.81E+01 3.62E+01 1.30E+01 2.14E+02 1.03E+01 -5.69E+00 -8.55E+00 8.10E-01
330000 1999 6 26 13 20 0 1.81E+01 3.62E+01 1.30E+01 2.07E+02 4.89E+00 -2.19E+00 -4.37E+00 8.10E-01
330600 1999 6 26 13 30 0 1.81E+01 3.62E+01 1.30E+01 1.15E+02 2.93E+00 2.66E+00 -1.23E+00 8.10E-01
331200 1999 6 26 13 40 0 1.82E+01 3.61E+01 1.30E+01 4.10E+01 7.82E+00 5.13E+00 5.90E+00 8.10E-01
331800 1999 6 26 13 50 0 1.83E+01 3.61E+01 1.30E+01 4.35E+01 1.71E+01 1.18E+01 1.24E+01 8.50E-01
332400 1999 6 26 14 0 0 1.83E+01 3.62E+01 1.30E+01 3.64E+01 2.93E+01 1.74E+01 2.36E+01 8.50E-01
333000 1999 6 26 14 10 0 1.84E+01 3.61E+01 1.30E+01 3.82E+01 3.47E+01 2.15E+01 2.73E+01 9.00E-01
333600 1999 6 26 14 20 0 1.85E+01 3.61E+01 1.30E+01 3.85E+01 3.86E+01 2.41E+01 3.02E+01 9.00E-01
334200 1999 6 26 14 30 0 1.87E+01 3.63E+01 1.30E+01 3.82E+01 3.81E+01 2.36E+01 3.00E+01 9.90E-01
334800 1999 6 26 14 40 0 1.89E+01 3.61E+01 1.30E+01 3.78E+01 4.11E+01 2.52E+01 3.24E+01 1.20E+00
335400 1999 6 26 14 50 0 1.88E+01 3.61E+01 1.30E+01 3.89E+01 4.45E+01 2.79E+01 3.46E+01 1.37E+00
336000 1999 6 26 15 0 0 1.87E+01 3.62E+01 1.30E+01 3.85E+01 4.94E+01 3.08E+01 3.86E+01 1.27E+00
336600 1999 6 26 15 10 0 1.88E+01 3.61E+01 1.30E+01 3.64E+01 5.04E+01 2.99E+01 4.05E+01 1.23E+00
